scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Hippopotamus amphibius,2024-09-09 17:27:47 +0200,For more follow me on www.instagram.com/ticoswildstudio,"Parc national Kruger, LP, ZA",-23.835025,31.5819633333,,Common Hippopotamus,https://www.inaturalist.org/observations/242430219,https://static.inaturalist.org/photos/432211378/medium.jpeg,ticoswildstudio,242430219,Common Hippopotamus,Mammalia,42149,3,0,2024-09-09 17:27:47+02:00,2024-09-09,2024-09-09 15:27:47 UTC,Pretoria,4,4,,,false,,,268534,Tíco Haroutiounian,2024-09-18 06:55:03 UTC,2024-09-18 15:06:54 UTC,research,,NA,3,false
Hippopotamus amphibius,2024-09-10 12:33:45 +0200,For more follow me on www.instagram.com/ticoswildstudio,"Parc national Kruger, LP, ZA",-24.0061222167,31.7403333333,,Common Hippopotamus,https://www.inaturalist.org/observations/242334813,https://static.inaturalist.org/photos/432023106/medium.jpeg,ticoswildstudio,242334813,Common Hippopotamus,Mammalia,42149,2,0,2024-09-10 12:33:45+02:00,2024-09-10,2024-09-10 10:33:45 UTC,Pretoria,21,21,,,false,,,268534,Tíco Haroutiounian,2024-09-17 18:21:06 UTC,2024-09-18 09:20:12 UTC,research,,NA,3,false
Syncerus caffer caffer,2024-09-12 16:51:28 +0200,For more follow me on www.instagram.com/ticoswildstudio,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-24.4368533333,31.7875883333,,Cape Buffalo,https://www.inaturalist.org/observations/242287546,https://static.inaturalist.org/photos/431936313/medium.jpeg,ticoswildstudio,242287546,Cape Buffalo,Mammalia,516814,3,0,2024-09-12 16:51:28+02:00,2024-09-12,2024-09-12 14:51:28 UTC,Pretoria,4,4,,open,false,,,268534,Tíco Haroutiounian,2024-09-17 14:01:26 UTC,2024-09-20 13:33:25 UTC,research,,NA,3,false
Paraxerus cepapi,2024-09-16 06:54:21 +0200,For more follow me on www.instagram.com/ticoswildstudio,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-25.423395,31.4496466667,,Smith's Bush Squirrel,https://www.inaturalist.org/observations/242287512,https://static.inaturalist.org/photos/431936246/medium.jpeg,ticoswildstudio,242287512,Smith's Bush Squirrel,Mammalia,46110,4,0,2024-09-16 06:54:21+02:00,2024-09-16,2024-09-16 04:54:21 UTC,Pretoria,4,4,,open,false,,,268534,Tíco Haroutiounian,2024-09-17 14:01:13 UTC,2024-09-21 05:25:34 UTC,research,,NA,3,false
Loxodonta africana,2024-09-14 11:12:10 +0200,For more follow me on www.instagram.com/ticoswildstudio,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-24.8288546343,31.6829151509,,Savanna Elephant,https://www.inaturalist.org/observations/242287478,https://static.inaturalist.org/photos/431936177/medium.jpeg,ticoswildstudio,242287478,Savanna Elephant,Mammalia,43694,4,0,2024-09-14 11:12:10+02:00,2024-09-14,2024-09-14 09:12:10 UTC,Pretoria,4,30025,,obscured,true,,,268534,Tíco Haroutiounian,2024-09-17 14:00:58 UTC,2024-09-20 13:34:11 UTC,research,,NA,3,false
Lupulella mesomelas mesomelas,2024-09-12 17:28:00 +0200,"White-backed vultures (Gyps africanus) on the backround

For more follow me on www.instagram.com/ticoswildstudio","Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-24.4838666667,31.771075,,Southern Black-backed Jackal,https://www.inaturalist.org/observations/242287440,https://static.inaturalist.org/photos/431936092/medium.jpeg,ticoswildstudio,242287440,Southern Black-backed Jackal,Mammalia,1210973,3,0,2024-09-12 17:28:00+02:00,2024-09-12,2024-09-12 15:28:00 UTC,Pretoria,4,4,,open,false,,,268534,Tíco Haroutiounian,2024-09-17 14:00:44 UTC,2024-09-21 05:25:46 UTC,research,,NA,3,false
Crocuta crocuta,2024-09-14 17:41:03 +0200,"Group of 5

For more follow me on www.instagram.com/ticoswildstudio","Parc national Kruger, Nkomazi, MP, ZA",-25.0030138833,31.604055,,Spotted Hyena,https://www.inaturalist.org/observations/242268434,https://static.inaturalist.org/photos/431900867/medium.jpeg,ticoswildstudio,242268434,Spotted Hyena,Mammalia,41886,5,0,2024-09-14 17:41:03+02:00,2024-09-14,2024-09-14 15:41:03 UTC,Pretoria,4,4,,open,false,,,268534,Tíco Haroutiounian,2024-09-17 11:37:07 UTC,2024-09-20 00:32:34 UTC,research,,NA,3,false
Oreotragus oreotragus,2024-09-17 12:44:55 +0200,,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-24.8721266667,31.7734866667,,Klipspringer,https://www.inaturalist.org/observations/242262816,,charleyhesse,242262816,klipspringer,Mammalia,42384,0,0,2024-09-17 12:44:55,2024-09-17,2024-09-17 10:44:55 UTC,Pretoria,1,1,,open,false,,,1379937,Charley Hesse,2024-09-17 10:49:55 UTC,2024-09-17 10:49:55 UTC,casual,CC-BY-NC,NA,2,false
Crocuta crocuta,2024-09-13 20:19:16 +0200,"Elephant in the backround

For more follow me on www.instagram.com/ticoswildstudio","Parc national Kruger, Nkomazi, MP, ZA",-25.1575333333,31.8954633333,,Spotted Hyena,https://www.inaturalist.org/observations/242257240,https://static.inaturalist.org/photos/431882329/medium.jpeg,ticoswildstudio,242257240,Spotted Hyena,Mammalia,41886,5,0,2024-09-13 20:19:16+02:00,2024-09-13,2024-09-13 18:19:16 UTC,Pretoria,4,4,,open,false,,,268534,Tíco Haroutiounian,2024-09-17 10:05:52 UTC,2024-09-20 00:32:34 UTC,research,,NA,3,false
Syncerus caffer caffer,2024-09-17 09:28:40 +0200,,"Kruger National Park, Bushbuckridge, MP, ZA",-24.4216920308,31.9759409547,,Cape Buffalo,https://www.inaturalist.org/observations/242255113,https://inaturalist-open-data.s3.amazonaws.com/photos/431877046/medium.jpeg,brianrode,242255113,Cape Buffalo,Mammalia,516814,5,0,2024-09-17 09:28:40+02:00,2024-09-17,2024-09-17 07:28:40 UTC,Pretoria,23,23,,open,false,,,4227487,,2024-09-17 09:48:00 UTC,2024-09-19 18:04:43 UTC,research,CC-BY-NC,NA,3,false
Syncerus caffer caffer,2024-09-16 10:59:13 +0200,For more follow me on www.instagram.com/ticoswildstudio,"Parc national Kruger, MP, ZA",-25.4495283333,31.513295,,Cape Buffalo,https://www.inaturalist.org/observations/242246806,https://static.inaturalist.org/photos/431861836/medium.jpeg,ticoswildstudio,242246806,Cape Buffalo,Mammalia,516814,4,0,2024-09-16 10:59:13+02:00,2024-09-16,2024-09-16 08:59:13 UTC,Pretoria,4,4,,open,false,,,268534,Tíco Haroutiounian,2024-09-17 08:17:50 UTC,2024-09-19 18:04:44 UTC,research,,NA,3,false
Panthera leo melanochaita,2024-09-15 14:35:30 +0200,"Female + 6 cubs

For more follow me on www.instagram.com/ticoswildstudio","Ehlanzeni, ZA-MP, ZA",-25.3728055642,31.5922973244,,Southern Lion,https://www.inaturalist.org/observations/242240234,https://static.inaturalist.org/photos/431859529/medium.jpeg,ticoswildstudio,242240234,Southern Lion,Mammalia,557401,5,0,2024-09-15 14:35:30+02:00,2024-09-15,2024-09-15 12:35:30 UTC,Pretoria,4,29981,,obscured,true,,,268534,Tíco Haroutiounian,2024-09-17 06:51:55 UTC,2024-09-21 05:28:03 UTC,research,,NA,3,false
Tragelaphus sylvaticus sylvaticus,2024-09-17 06:01:51 +0200,,"Kruger Park, South Africa",-25.3584380065,31.8935298175,,Cape Bushbuck,https://www.inaturalist.org/observations/242226895,https://inaturalist-open-data.s3.amazonaws.com/photos/431822565/medium.jpeg,petermcintyre,242226895,Cape Bushbuck,Mammalia,1431869,2,0,2024-09-17 06:01:51,2024-09-17,2024-09-17 04:01:51 UTC,Pretoria,203,203,,,false,gps,gps,6097101,,2024-09-17 04:25:57 UTC,2024-09-30 07:26:03 UTC,research,CC-BY-NC,NA,2,false
Felis lybica cafra,2024-09-13 20:36:08 +0200,For more follow me on www.instagram.com/ticoswildstudio,"Parc national Kruger, Nkomazi, MP, ZA",-25.1815,31.885005,,Southern African Wildcat,https://www.inaturalist.org/observations/242135857,https://static.inaturalist.org/photos/431637079/medium.jpeg,ticoswildstudio,242135857,Southern African Wildcat,Mammalia,922462,3,0,2024-09-13 20:36:08+02:00,2024-09-13,2024-09-13 18:36:08 UTC,Pretoria,4,4,,open,false,,,268534,Tíco Haroutiounian,2024-09-16 17:59:17 UTC,2024-09-20 13:34:51 UTC,research,,NA,3,false
Papio ursinus griseipes,2024-09-13 07:06:37 +0200,For more follow me on www.instagram.com/ticoswildstudio,"Parc national Kruger, Bushbuckridge, MP, ZA",-24.42108,31.784255,,Grayfoot Chacma Baboon,https://www.inaturalist.org/observations/242107902,https://static.inaturalist.org/photos/431585231/medium.jpeg,ticoswildstudio,242107902,Grayfoot Chacma Baboon,Mammalia,147744,4,0,2024-09-13 07:06:37+02:00,2024-09-13,2024-09-13 05:06:37 UTC,Pretoria,15,15,,open,false,,,268534,Tíco Haroutiounian,2024-09-16 15:19:14 UTC,2024-09-21 05:48:43 UTC,research,,NA,3,false
Loxodonta africana,2024-07-17 08:00:29 +0200,,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-24.8201638509,31.4764928311,,Savanna Elephant,https://www.inaturalist.org/observations/242098940,https://inaturalist-open-data.s3.amazonaws.com/photos/431568191/medium.jpeg,adr92,242098940,Savanna Elephant,Mammalia,43694,4,0,2024-07-17 08:00:29+02:00,2024-07-17,2024-07-17 06:00:29 UTC,Pretoria,22,30025,,obscured,true,,,4989856,,2024-09-16 14:26:03 UTC,2024-09-18 09:24:13 UTC,research,CC-BY-NC,NA,3,false
Hippopotamus amphibius,2024-09-10 10:00:26 +0200,For more follow me on www.instagram.com/ticoswildstudio,"Parc national Kruger, LP, ZA",-23.8495,31.6051116667,,Common Hippopotamus,https://www.inaturalist.org/observations/242097975,https://static.inaturalist.org/photos/431566376/medium.jpeg,ticoswildstudio,242097975,Common Hippopotamus,Mammalia,42149,3,0,2024-09-10 10:00:26+02:00,2024-09-10,2024-09-10 08:00:26 UTC,Pretoria,4,4,,,false,,,268534,Tíco Haroutiounian,2024-09-16 14:20:20 UTC,2024-09-20 13:35:16 UTC,research,,NA,3,false
Loxodonta africana,2024-09-13 08:40:23 +0200,For more follow me on www.instagram.com/ticoswildstudio,South Africa,-24.7443147001,31.9605873034,,Savanna Elephant,https://www.inaturalist.org/observations/242094300,https://static.inaturalist.org/photos/431560117/medium.jpeg,ticoswildstudio,242094300,Savanna Elephant,Mammalia,43694,4,0,2024-09-13 08:40:23+02:00,2024-09-13,2024-09-13 06:40:23 UTC,Pretoria,4,30047,,obscured,true,,,268534,Tíco Haroutiounian,2024-09-16 13:59:02 UTC,2024-09-20 13:35:42 UTC,research,,NA,3,false
Loxodonta africana,2024-09-13 16:50:56 +0200,For more follow me on www.instagram.com/ticoswildstudio,South Africa,-25.0709193321,31.9333482776,,Savanna Elephant,https://www.inaturalist.org/observations/242067966,https://static.inaturalist.org/photos/431509539/medium.jpeg,ticoswildstudio,242067966,Savanna Elephant,Mammalia,43694,4,0,2024-09-13 16:50:56+02:00,2024-09-13,2024-09-13 14:50:56 UTC,Pretoria,4,30003,,obscured,true,,,268534,Tíco Haroutiounian,2024-09-16 10:38:48 UTC,2024-09-18 09:24:45 UTC,research,,NA,3,false
Raphicerus campestris campestris,2024-09-15 20:02:24 +0200,For more follow me on www.instagram.com/ticoswildstudio,"Parc national Kruger, MP, ZA",-25.4319333333,31.4432133333,,Southern Steenbuck,https://www.inaturalist.org/observations/242060350,https://static.inaturalist.org/photos/431495779/medium.jpeg,ticoswildstudio,242060350,Southern Steenbuck,Mammalia,698704,4,0,2024-09-15 20:02:24+02:00,2024-09-15,2024-09-15 18:02:24 UTC,Pretoria,5,5,,open,false,,,268534,Tíco Haroutiounian,2024-09-16 09:28:14 UTC,2024-09-22 03:29:07 UTC,research,,NA,3,false
Papio ursinus griseipes,2024-09-06 07:08:15 +0200,,"Kruger Park, South Africa",-24.6360552198,31.8000008538,,Grayfoot Chacma Baboon,https://www.inaturalist.org/observations/242055856,https://inaturalist-open-data.s3.amazonaws.com/photos/431487522/medium.jpeg,neliswa_17,242055856,Grayfoot Chacma Baboon,Mammalia,147744,5,0,2024-09-06 07:08:15,2024-09-06,2024-09-06 05:08:15 UTC,Pretoria,202,202,,open,false,,,6588307,Noxolo,2024-09-16 08:34:35 UTC,2024-10-21 21:37:15 UTC,research,CC-BY-NC,NA,2,false
Crocuta crocuta,2024-09-15 20:42:56 +0200,"Female with 3 different sized cubs, resting on the parking!

For more follow me on www.instagram.com/ticoswildstudio","Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-25.4623133333,31.5327966667,,Spotted Hyena,https://www.inaturalist.org/observations/242039979,https://static.inaturalist.org/photos/431459172/medium.jpeg,ticoswildstudio,242039979,Spotted Hyena,Mammalia,41886,5,0,2024-09-15 20:42:56+02:00,2024-09-15,2024-09-15 18:42:56 UTC,Pretoria,4,4,,open,false,,,268534,Tíco Haroutiounian,2024-09-16 06:04:14 UTC,2024-09-20 13:38:27 UTC,research,,NA,3,false
Hippopotamus amphibius,2024-09-15 20:55:11 +0200,For more follow me on www.instagram.com/ticoswildstudio,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-25.4602383333,31.5352833333,,Common Hippopotamus,https://www.inaturalist.org/observations/242039873,https://static.inaturalist.org/photos/431459094/medium.jpeg,ticoswildstudio,242039873,Common Hippopotamus,Mammalia,42149,2,0,2024-09-15 20:55:11+02:00,2024-09-15,2024-09-15 18:55:11 UTC,Pretoria,4,4,,,false,,,268534,Tíco Haroutiounian,2024-09-16 06:02:42 UTC,2024-09-18 09:20:31 UTC,research,,NA,3,false
Tragelaphus sylvaticus sylvaticus,2024-09-15 22:13:39 +0200,For more follow me on www.instagram.com/ticoswildstudio,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-25.4261383333,31.4494033333,,Cape Bushbuck,https://www.inaturalist.org/observations/242034428,https://static.inaturalist.org/photos/431459145/medium.jpeg,ticoswildstudio,242034428,Cape Bushbuck,Mammalia,1431869,5,0,2024-09-15 22:13:39+02:00,2024-09-15,2024-09-15 20:13:39 UTC,Pretoria,5,5,,,false,,,268534,Tíco Haroutiounian,2024-09-16 05:09:46 UTC,2024-09-21 05:57:12 UTC,research,,NA,3,false
Civettictis civetta,2024-09-06 18:05:00 +0200,,"Selati Bridge Precint, Kruger National Park, Skukuza, 1350, South Africa",-24.992647,31.597268,"Africa, Event, Holiday, Kruger Shalati offers two types of accommodation: 24 Carriage Suites located on the Train on the Bridge, Kruger Shalati the Train on the Bridge, Location, South Africa, South Africa Safari, Southern Kruger",African Civet,https://www.inaturalist.org/observations/241907048,https://inaturalist-open-data.s3.amazonaws.com/photos/431195079/medium.jpg,readingr,241907048,African Civet,Mammalia,41627,5,0,2024/09/06 6:05 PM,2024-09-06,2024-09-06 16:05:00 UTC,Pretoria,202,202,,open,false,,,6303182,,2024-09-15 16:54:17 UTC,2024-09-21 05:35:34 UTC,research,CC-BY-NC,NA,NA,false
Genetta maculata,2024-09-06 17:37:00 +0200,,"Selati Bridge Precint, Kruger National Park, Skukuza, 1350, South Africa",-24.992647,31.597268,"Africa, Event, Holiday, Kruger Shalati offers two types of accommodation: 24 Carriage Suites located on the Train on the Bridge, Kruger Shalati the Train on the Bridge, Location, South Africa, South Africa Safari, Southern Kruger",Rusty-spotted Genet,https://www.inaturalist.org/observations/241906194,https://inaturalist-open-data.s3.amazonaws.com/photos/431192222/medium.jpg,readingr,241906194,Rusty-spotted Genet,Mammalia,41599,5,0,2024/09/06 5:37 PM,2024-09-06,2024-09-06 15:37:00 UTC,Pretoria,202,202,,open,false,,,6303182,,2024-09-15 16:50:07 UTC,2024-09-21 05:35:47 UTC,research,CC-BY-NC,NA,NA,false
Phacochoerus africanus sundevallii,2024-09-13 08:39:00 +0200,,"Ehlanzeni District Municipality, South Africa",-24.9973482953,31.5819742977,,Southern Warthog,https://www.inaturalist.org/observations/241879958,https://inaturalist-open-data.s3.amazonaws.com/photos/431145217/medium.jpeg,darragh132,241879958,Southern Warthog,Mammalia,531646,5,0,2024/09/13 8:39 AM,2024-09-13,2024-09-13 06:39:00 UTC,Pretoria,122,122,,open,false,,,2461905,Darragh Woodford,2024-09-15 14:51:33 UTC,2024-09-21 05:36:51 UTC,research,CC-BY-NC,NA,NA,false
Equus quagga chapmani,2024-09-13 08:06:00 +0200,,"Ehlanzeni District Municipality, South Africa",-25.0089489729,31.5770112304,,Chapman's Zebra,https://www.inaturalist.org/observations/241879953,https://inaturalist-open-data.s3.amazonaws.com/photos/431145195/medium.jpeg,darragh132,241879953,Chapman's Zebra,Mammalia,418151,4,0,2024/09/13 8:06 AM,2024-09-13,2024-09-13 06:06:00 UTC,Pretoria,122,122,,,false,,,2461905,Darragh Woodford,2024-09-15 14:51:33 UTC,2024-09-21 05:36:53 UTC,research,CC-BY-NC,NA,NA,false
Panthera pardus pardus,2024-09-15 09:47:54 +0200,,South Africa,-24.3839557556,31.8554920933,,African Leopard,https://www.inaturalist.org/observations/241844131,https://inaturalist-open-data.s3.amazonaws.com/photos/431081171/medium.jpeg,brianrode,241844131,African Leopard,Mammalia,319574,7,0,2024-09-15 09:47:54+02:00,2024-09-15,2024-09-15 07:47:54 UTC,Pretoria,4,30090,,obscured,true,,,4227487,,2024-09-15 11:23:42 UTC,2024-10-03 14:25:38 UTC,research,CC-BY-NC,NA,3,false
Giraffa giraffa giraffa,2024-09-15 09:20:01 +0200,,"Kruger National Park, Bushbuckridge, MP, ZA",-24.331025,31.925225,,Southern African Giraffe,https://www.inaturalist.org/observations/241843898,https://inaturalist-open-data.s3.amazonaws.com/photos/431080797/medium.jpeg,brianrode,241843898,Southern African Giraffe,Mammalia,1510582,5,0,2024-09-15 09:20:01+02:00,2024-09-15,2024-09-15 07:20:01 UTC,Pretoria,6,6,,open,false,,,4227487,,2024-09-15 11:22:07 UTC,2024-09-21 05:39:55 UTC,research,CC-BY-NC,NA,3,false
Loxodonta africana,2024-09-15 07:42:39 +0200,,South Africa,-24.3287017036,31.8984343561,,Savanna Elephant,https://www.inaturalist.org/observations/241833512,https://inaturalist-open-data.s3.amazonaws.com/photos/431061874/medium.jpeg,brianrode,241833512,Savanna Elephant,Mammalia,43694,6,0,2024-09-15 07:42:39+02:00,2024-09-15,2024-09-15 05:42:39 UTC,Pretoria,4,30090,,obscured,true,,,4227487,,2024-09-15 09:58:53 UTC,2024-09-18 11:47:29 UTC,research,CC-BY-NC,NA,3,false
Loxodonta africana,2024-09-15 06:57:54 +0200,,South Africa,-24.2725195355,31.9469442119,,Savanna Elephant,https://www.inaturalist.org/observations/241825687,https://inaturalist-open-data.s3.amazonaws.com/photos/431046647/medium.jpeg,brianrode,241825687,Savanna Elephant,Mammalia,43694,6,0,2024-09-15 06:57:54+02:00,2024-09-15,2024-09-15 04:57:54 UTC,Pretoria,4,30090,,obscured,true,,,4227487,,2024-09-15 08:48:46 UTC,2024-09-18 11:47:35 UTC,research,CC-BY-NC,NA,3,false
Chlorocebus pygerythrus pygerythrus,2024-09-14 11:09:24 +0200,,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-24.8929492998,31.4901699452,,Southern Vervet Monkey,https://www.inaturalist.org/observations/241813581,https://inaturalist-open-data.s3.amazonaws.com/photos/431022122/medium.jpeg,ciara6278,241813581,Southern Vervet Monkey,Mammalia,566746,5,0,2024-09-14 11:09:24+02:00,2024-09-14,2024-09-14 09:09:24 UTC,Pretoria,35,30025,obscured,open,true,,,5332724,Ciara Coulombe,2024-09-15 06:44:41 UTC,2024-09-21 05:38:47 UTC,research,CC-BY-NC,NA,3,false
Giraffa giraffa giraffa,2024-09-14 16:11:20 +0200,pattern is strange for a southern giraffe,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-24.8640808304,31.5184184934,,Southern African Giraffe,https://www.inaturalist.org/observations/241813546,https://inaturalist-open-data.s3.amazonaws.com/photos/431021961/medium.jpeg,ciara6278,241813546,Southern African Giraffe,Mammalia,1510582,6,0,2024-09-14 16:11:20+02:00,2024-09-14,2024-09-14 14:11:20 UTC,Pretoria,4,30025,obscured,open,true,,,5332724,Ciara Coulombe,2024-09-15 06:44:00 UTC,2024-09-21 05:38:48 UTC,research,CC-BY-NC,NA,3,false
Crocuta crocuta,2024-09-14 17:43:19 +0200,,"Kruger National Park, MP, ZA",-25.0946055,31.5320216667,,Spotted Hyena,https://www.inaturalist.org/observations/241813410,https://inaturalist-open-data.s3.amazonaws.com/photos/431021673/medium.jpeg,ciara6278,241813410,Spotted Hyena,Mammalia,41886,6,0,2024-09-14 17:43:19+02:00,2024-09-14,2024-09-14 15:43:19 UTC,Pretoria,4,4,,open,false,,,5332724,Ciara Coulombe,2024-09-15 06:42:20 UTC,2024-09-20 13:46:35 UTC,research,CC-BY-NC,NA,3,false
Loxodonta africana,2024-09-14 16:37:23 +0200,,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-24.894454762,31.4302960447,,Savanna Elephant,https://www.inaturalist.org/observations/241813362,https://inaturalist-open-data.s3.amazonaws.com/photos/431021528/medium.jpeg,ciara6278,241813362,Savanna Elephant,Mammalia,43694,6,0,2024-09-14 16:37:23+02:00,2024-09-14,2024-09-14 14:37:23 UTC,Pretoria,4,30025,,obscured,true,,,5332724,Ciara Coulombe,2024-09-15 06:41:28 UTC,2024-09-18 11:47:37 UTC,research,CC-BY-NC,NA,3,false
Loxodonta africana,2024-09-09 17:11:38 +0200,For more follow me on www.instagram.com/ticoswildstudio,"Mopani, Kruger National Park, ZA-NP, ZA",-23.9156291392,31.5056099321,,Savanna Elephant,https://www.inaturalist.org/observations/241794831,https://static.inaturalist.org/photos/430985328/medium.jpeg,ticoswildstudio,241794831,Savanna Elephant,Mammalia,43694,7,0,2024-09-09 17:11:38+02:00,2024-09-09,2024-09-09 15:11:38 UTC,Pretoria,4,30133,,obscured,true,,,268534,Tíco Haroutiounian,2024-09-15 03:39:47 UTC,2024-09-18 11:47:36 UTC,research,,NA,3,false
Aepyceros melampus melampus,2024-09-05 15:15:00 +0200,,"Selati Bridge Precint, Kruger National Park, Skukuza, 1350, South Africa",-24.992647,31.597268,"Africa, Event, Holiday, Kruger Shalati offers two types of accommodation: 24 Carriage Suites located on the Train on the Bridge, Kruger Shalati the Train on the Bridge, Location, South Africa, South Africa Safari, Southern Kruger",Common Impala,https://www.inaturalist.org/observations/241741698,https://inaturalist-open-data.s3.amazonaws.com/photos/430878881/medium.jpg,readingr,241741698,Common Impala,Mammalia,147920,6,0,2024/09/05 3:15 PM,2024-09-05,2024-09-05 13:15:00 UTC,Pretoria,202,202,,open,false,,,6303182,,2024-09-14 22:07:59 UTC,2024-09-19 19:28:17 UTC,research,CC-BY-NC,NA,NA,false
Tragelaphus angasii,2024-09-04 15:00:00 +0200,,"Selati Bridge Precint, Kruger National Park, Skukuza, 1350, South Africa",-24.992647,31.597268,"Africa, Event, Holiday, Kruger Shalati offers two types of accommodation: 24 Carriage Suites located on the Train on the Bridge, Kruger Shalati the Train on the Bridge, Location, South Africa, South Africa Safari, Southern Kruger",Nyala,https://www.inaturalist.org/observations/241720634,https://inaturalist-open-data.s3.amazonaws.com/photos/430836872/medium.jpg,readingr,241720634,Nyala,Mammalia,42342,5,0,2024/09/04 3:00 PM,2024-09-04,2024-09-04 13:00:00 UTC,Pretoria,202,202,,open,false,,,6303182,,2024-09-14 20:21:19 UTC,2024-09-21 05:56:09 UTC,research,CC-BY-NC,NA,NA,false
Lepus saxatilis,2024-09-13 20:15:27 +0200,For more follow me on www.instagram.com/ticoswildstudio,"Parc national Kruger, Nkomazi, MP, ZA",-25.1505933333,31.8978616667,,Scrub Hare,https://www.inaturalist.org/observations/241714407,https://static.inaturalist.org/photos/430824163/medium.jpeg,ticoswildstudio,241714407,,Mammalia,43125,0,0,2024-09-13 20:15:27+02:00,2024-09-13,2024-09-13 18:15:27 UTC,Pretoria,4,4,,open,false,,,268534,Tíco Haroutiounian,2024-09-14 19:50:30 UTC,2024-09-16 13:42:38 UTC,needs_id,,NA,3,false
Epomophorus,2024-09-13 14:04:26 +0200,For more follow me on www.instagram.com/ticoswildstudio,"Lower Sabi Rest Camp, Kruger National Park - Caravan Park, Nkomazi, MP, ZA",-25.1193666667,31.9161683333,,Epauletted Fruit Bats,https://www.inaturalist.org/observations/241711688,https://static.inaturalist.org/photos/430819594/medium.jpeg,ticoswildstudio,241711688,Epauletted Fruit Bats,Mammalia,40807,3,0,2024-09-13 14:04:26+02:00,2024-09-13,2024-09-13 12:04:26 UTC,Pretoria,8,8,,open,false,,,268534,Tíco Haroutiounian,2024-09-14 19:38:12 UTC,2024-10-05 00:42:46 UTC,needs_id,,NA,3,false
Connochaetes taurinus taurinus,2024-09-13 10:46:58 +0200,For more follow me on www.instagram.com/ticoswildstudio,"Parc national Kruger, Bushbuckridge, MP, ZA",-24.8216833333,31.88577,,Blue Wildebeest,https://www.inaturalist.org/observations/241692162,https://static.inaturalist.org/photos/430781465/medium.jpeg,ticoswildstudio,241692162,Blue Wildebeest,Mammalia,528081,5,0,2024-09-13 10:46:58+02:00,2024-09-13,2024-09-13 08:46:58 UTC,Pretoria,4,4,,open,false,,,268534,Tíco Haroutiounian,2024-09-14 18:02:10 UTC,2024-09-22 03:30:21 UTC,research,,NA,3,false
Connochaetes taurinus taurinus,2024-09-14 16:55:39 +0200,,"Kruger National Park, MP, ZA",-25.0164,31.432755,,Blue Wildebeest,https://www.inaturalist.org/observations/241688028,https://inaturalist-open-data.s3.amazonaws.com/photos/430774020/medium.jpeg,ciara6278,241688028,Blue Wildebeest,Mammalia,528081,5,0,2024-09-14 16:55:39+02:00,2024-09-14,2024-09-14 14:55:39 UTC,Pretoria,4,4,,open,false,,,5332724,Ciara Coulombe,2024-09-14 17:40:37 UTC,2024-09-22 03:30:24 UTC,research,CC-BY-NC,NA,3,false
Crocuta crocuta,2024-09-09 09:31:01 +0200,,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-25.1594931656,31.5048662972,,Spotted Hyena,https://www.inaturalist.org/observations/241687885,https://inaturalist-open-data.s3.amazonaws.com/photos/430773803/medium.jpeg,ciara6278,241687885,Spotted Hyena,Mammalia,41886,5,0,2024-09-09 09:31:01+02:00,2024-09-09,2024-09-09 07:31:01 UTC,Pretoria,4,30003,obscured,open,true,,,5332724,Ciara Coulombe,2024-09-14 17:40:01 UTC,2024-09-20 13:49:04 UTC,research,CC-BY-NC,NA,3,false
Hippopotamus amphibius,2024-09-13 12:24:34 +0200,For more follow me on www.instagram.com/ticoswildstudio,"Parc national Kruger, Nkomazi, MP, ZA",-25.1166283333,31.9126166667,,Common Hippopotamus,https://www.inaturalist.org/observations/241684191,https://static.inaturalist.org/photos/430766033/medium.jpeg,ticoswildstudio,241684191,Common Hippopotamus,Mammalia,42149,4,0,2024-09-13 12:24:34+02:00,2024-09-13,2024-09-13 10:24:34 UTC,Pretoria,4,4,,,false,,,268534,Tíco Haroutiounian,2024-09-14 17:19:44 UTC,2024-09-21 05:55:23 UTC,research,,NA,3,false
